Time,,X1,Y1,Z1,X2,Y2,Z2
4.793,3.007,2.4104297,1.2990384,4.8806784,2.4047175,1.2976838,4.8929694
4.794,3.008,2.4115358,1.2993386,4.8787606,2.405825,1.2979062,4.8910316
4.795,3.009,2.4126419,1.2996388,4.8768428,2.4069325,1.2981286,4.8890938
4.796,3.01,2.413748,1.299939,4.874925,2.40804,1.298351,4.887156
4.797,3.011,2.4152001,1.2999073,4.8728158,2.4093685,1.2983921,4.8850206
4.798,3.012,2.4166522,1.2998756,4.8707066,2.410697,1.2984332,4.8828852
4.799,3.013,2.4181043,1.2998439,4.8685974,2.4120255,1.2984743,4.8807498
4.8,3.014,2.4195564,1.2998122,4.8664882,2.413354,1.2985154,4.8786144
4.801,3.015,2.4210085,1.2997805,4.864379,2.4146825,1.2985565,4.876479
4.802,3.016,2.4224606,1.2997488,4.8622698,2.416011,1.2985976,4.8743436
4.803,3.017,2.4239127,1.2997171,4.8601606,2.4173395,1.2986387,4.8722082
4.804,3.018,2.4253648,1.2996854,4.8580514,2.418668,1.2986798,4.8700728
4.805,3.019,2.4268169,1.2996537,4.8559422,2.4199965,1.2987209,4.8679374
4.806,3.02,2.428269,1.299622,4.853833,2.421325,1.298762,4.865802
4.807,3.021,2.429887,1.2992729,4.8516553,2.4229139,1.2985722,4.8636162
4.808,3.022,2.431505,1.2989238,4.8494776,2.4245028,1.2983824,4.8614304
4.809,3.023,2.433123,1.2985747,4.8472999,2.4260917,1.2981926,4.8592446
4.81,3.024,2.434741,1.2982256,4.8451222,2.4276806,1.2980028,4.8570588
4.811,3.025,2.436359,1.2978765,4.8429445,2.4292695,1.297813,4.854873
4.812,3.026,2.437977,1.2975274,4.8407668,2.4308584,1.2976232,4.8526872
4.813,3.027,2.439595,1.2971783,4.8385891,2.4324473,1.2974334,4.8505014
4.814,3.028,2.441213,1.2968292,4.8364114,2.4340362,1.2972436,4.8483156
4.815,3.029,2.442831,1.2964801,4.8342337,2.4356251,1.2970538,4.8461298
4.816,3.03,2.444449,1.296131,4.832056,2.437214,1.296864,4.843944
4.817,3.031,2.4462433,1.2956076,4.8298318,2.4390158,1.2965881,4.8417047
4.818,3.032,2.4480376,1.2950842,4.8276076,2.4408176,1.2963122,4.8394654
4.819,3.033,2.4498319,1.2945608,4.8253834,2.4426194,1.2960363,4.8372261
4.82,3.034,2.4516262,1.2940374,4.8231592,2.4444212,1.2957604,4.8349868
4.821,3.035,2.4534205,1.293514,4.820935,2.446223,1.2954845,4.8327475
4.822,3.036,2.4552148,1.2929906,4.8187108,2.4480248,1.2952086,4.8305082
4.823,3.037,2.4570091,1.2924672,4.8164866,2.4498266,1.2949327,4.8282689
4.824,3.038,2.4588034,1.2919438,4.8142624,2.4516284,1.2946568,4.8260296
4.825,3.039,2.4605977,1.2914204,4.8120382,2.4534302,1.2943809,4.8237903
4.826,3.04,2.462392,1.290897,4.809814,2.455232,1.294105,4.821551
4.827,3.041,2.4642224,1.2903368,4.8075497,2.4570888,1.29371,4.8192384
4.828,3.042,2.4660528,1.2897766,4.8052854,2.4589456,1.293315,4.8169258
4.829,3.043,2.4678832,1.2892164,4.8030211,2.4608024,1.29292,4.8146132
4.83,3.044,2.4697136,1.2886562,4.8007568,2.4626592,1.292525,4.8123006
4.831,3.045,2.471544,1.288096,4.7984925,2.464516,1.29213,4.809988
4.832,3.046,2.4733744,1.2875358,4.7962282,2.4663728,1.291735,4.8076754
4.833,3.047,2.4752048,1.2869756,4.7939639,2.4682296,1.29134,4.8053628
4.834,3.048,2.4770352,1.2864154,4.7916996,2.4700864,1.290945,4.8030502
4.835,3.049,2.4788656,1.2858552,4.7894353,2.4719432,1.29055,4.8007376
4.836,3.05,2.480696,1.285295,4.787171,2.4738,1.290155,4.798425
4.837,3.051,2.482303,1.284771,4.7849702,2.4754391,1.2897867,4.7961329
4.838,3.052,2.48391,1.284247,4.7827694,2.4770782,1.2894184,4.7938408
4.839,3.053,2.485517,1.283723,4.7805686,2.4787173,1.2890501,4.7915487
4.84,3.054,2.487124,1.283199,4.7783678,2.4803564,1.2886818,4.7892566
4.841,3.055,2.488731,1.282675,4.776167,2.4819955,1.2883135,4.7869645
4.842,3.056,2.490338,1.282151,4.7739662,2.4836346,1.2879452,4.7846724
4.843,3.057,2.491945,1.281627,4.7717654,2.4852737,1.2875769,4.7823803
4.844,3.058,2.493552,1.281103,4.7695646,2.4869128,1.2872086,4.7800882
4.845,3.059,2.495159,1.280579,4.7673638,2.4885519,1.2868403,4.7777961
4.846,3.06,2.496766,1.280055,4.765163,2.490191,1.286472,4.775504
4.847,3.061,2.4980626,1.2798417,4.762996,2.4915843,1.2862256,4.7733808
4.848,3.062,2.4993592,1.2796284,4.760829,2.4929776,1.2859792,4.7712576
4.849,3.063,2.5006558,1.2794151,4.758662,2.4943709,1.2857328,4.7691344
4.85,3.064,2.5019524,1.2792018,4.756495,2.4957642,1.2854864,4.7670112
4.851,3.065,2.503249,1.2789885,4.754328,2.4971575,1.28524,4.764888
4.852,3.066,2.5045456,1.2787752,4.752161,2.4985508,1.2849936,4.7627648
4.853,3.067,2.5058422,1.2785619,4.749994,2.4999441,1.2847472,4.7606416
4.854,3.068,2.5071388,1.2783486,4.747827,2.5013374,1.2845008,4.7585184
4.855,3.069,2.5084354,1.2781353,4.74566,2.5027307,1.2842544,4.7563952
4.856,3.07,2.509732,1.277922,4.743493,2.504124,1.284008,4.754272
4.857,3.071,2.5108612,1.2779602,4.7413395,2.5053533,1.2838849,4.752185
4.858,3.072,2.5119904,1.2779984,4.739186,2.5065826,1.2837618,4.750098
4.859,3.073,2.5131196,1.2780366,4.7370325,2.5078119,1.2836387,4.748011
4.86,3.074,2.5142488,1.2780748,4.734879,2.5090412,1.2835156,4.745924
4.861,3.075,2.515378,1.278113,4.7327255,2.5102705,1.2833925,4.743837
4.862,3.076,2.5165072,1.2781512,4.730572,2.5114998,1.2832694,4.74175
4.863,3.077,2.5176364,1.2781894,4.7284185,2.5127291,1.2831463,4.739663
4.864,3.078,2.5187656,1.2782276,4.726265,2.5139584,1.2830232,4.737576
4.865,3.079,2.5198948,1.2782658,4.7241115,2.5151877,1.2829001,4.735489
4.866,3.08,2.521024,1.278304,4.721958,2.516417,1.282777,4.733402
4.867,3.081,2.5219449,1.2783987,4.7197928,2.5174271,1.2827536,4.7313056
4.868,3.082,2.5228658,1.2784934,4.7176276,2.5184372,1.2827302,4.7292092
4.869,3.083,2.5237867,1.2785881,4.7154624,2.5194473,1.2827068,4.7271128
4.87,3.084,2.5247076,1.2786828,4.7132972,2.5204574,1.2826834,4.7250164
4.871,3.085,2.5256285,1.2787775,4.711132,2.5214675,1.28266,4.72292
4.872,3.086,2.5265494,1.2788722,4.7089668,2.5224776,1.2826366,4.7208236
4.873,3.087,2.5274703,1.2789669,4.7068016,2.5234877,1.2826132,4.7187272
4.874,3.088,2.5283912,1.2790616,4.7046364,2.5244978,1.2825898,4.7166308
4.875,3.089,2.5293121,1.2791563,4.7024712,2.5255079,1.2825664,4.7145344
4.876,3.09,2.530233,1.279251,4.700306,2.526518,1.282543,4.712438
4.877,3.091,2.5310845,1.2793966,4.6981946,2.527451,1.2826622,4.7104117
4.878,3.092,2.531936,1.2795422,4.6960832,2.528384,1.2827814,4.7083854
4.879,3.093,2.5327875,1.2796878,4.6939718,2.529317,1.2829006,4.7063591
4.88,3.094,2.533639,1.2798334,4.6918604,2.53025,1.2830198,4.7043328
4.881,3.095,2.5344905,1.279979,4.689749,2.531183,1.283139,4.7023065
4.882,3.096,2.535342,1.2801246,4.6876376,2.532116,1.2832582,4.7002802
4.883,3.097,2.5361935,1.2802702,4.6855262,2.533049,1.2833774,4.6982539
4.884,3.098,2.537045,1.2804158,4.6834148,2.533982,1.2834966,4.6962276
4.885,3.099,2.5378965,1.2805614,4.6813034,2.534915,1.2836158,4.6942013
4.886,3.1,2.538748,1.280707,4.679192,2.535848,1.283735,4.692175
4.887,3.101,2.5396369,1.2809711,4.6770478,2.5367678,1.283905,4.6900521
4.888,3.102,2.5405258,1.2812352,4.6749036,2.5376876,1.284075,4.6879292
4.889,3.103,2.5414147,1.2814993,4.6727594,2.5386074,1.284245,4.6858063
4.89,3.104,2.5423036,1.2817634,4.6706152,2.5395272,1.284415,4.6836834
4.891,3.105,2.5431925,1.2820275,4.668471,2.540447,1.284585,4.6815605
4.892,3.106,2.5440814,1.2822916,4.6663268,2.5413668,1.284755,4.6794376
4.893,3.107,2.5449703,1.2825557,4.6641826,2.5422866,1.284925,4.6773147
4.894,3.108,2.5458592,1.2828198,4.6620384,2.5432064,1.285095,4.6751918
4.895,3.109,2.5467481,1.2830839,4.6598942,2.5441262,1.285265,4.6730689
4.896,3.11,2.547637,1.283348,4.65775,2.545046,1.285435,4.670946
4.897,3.111,2.54867,1.2836071,4.6553927,2.5460709,1.2856557,4.6685531
4.898,3.112,2.549703,1.2838662,4.6530354,2.5470958,1.2858764,4.6661602
4.899,3.113,2.550736,1.2841253,4.6506781,2.5481207,1.2860971,4.6637673
4.9,3.114,2.551769,1.2843844,4.6483208,2.5491456,1.2863178,4.6613744
4.901,3.115,2.552802,1.2846435,4.6459635,2.5501705,1.2865385,4.6589815
4.902,3.116,2.553835,1.2849026,4.6436062,2.5511954,1.2867592,4.6565886
4.903,3.117,2.554868,1.2851617,4.6412489,2.5522203,1.2869799,4.6541957
4.904,3.118,2.555901,1.2854208,4.6388916,2.5532452,1.2872006,4.6518028
4.905,3.119,2.556934,1.2856799,4.6365343,2.5542701,1.2874213,4.6494099
4.906,3.12,2.557967,1.285939,4.634177,2.555295,1.287642,4.647017
4.907,3.121,2.5593501,1.2858676,4.6315213,2.556471,1.2877065,4.6443142
4.908,3.122,2.5607332,1.2857962,4.6288656,2.557647,1.287771,4.6416114
4.909,3.123,2.5621163,1.2857248,4.6262099,2.558823,1.2878355,4.6389086
4.91,3.124,2.5634994,1.2856534,4.6235542,2.559999,1.2879,4.6362058
4.911,3.125,2.5648825,1.285582,4.6208985,2.561175,1.2879645,4.633503
4.912,3.126,2.5662656,1.2855106,4.6182428,2.562351,1.288029,4.6308002
4.913,3.127,2.5676487,1.2854392,4.6155871,2.563527,1.2880935,4.6280974
4.914,3.128,2.5690318,1.2853678,4.6129314,2.564703,1.288158,4.6253946
4.915,3.129,2.5704149,1.2852964,4.6102757,2.565879,1.2882225,4.6226918
4.916,3.13,2.571798,1.285225,4.60762,2.567055,1.288287,4.619989
4.917,3.131,2.5731112,1.2848678,4.6049874,2.5682794,1.288122,4.6172723
4.918,3.132,2.5744244,1.2845106,4.6023548,2.5695038,1.287957,4.6145556
4.919,3.133,2.5757376,1.2841534,4.5997222,2.5707282,1.287792,4.6118389
4.92,3.134,2.5770508,1.2837962,4.5970896,2.5719526,1.287627,4.6091222
4.921,3.135,2.578364,1.283439,4.594457,2.573177,1.287462,4.6064055
4.922,3.136,2.5796772,1.2830818,4.5918244,2.5744014,1.287297,4.6036888
4.923,3.137,2.5809904,1.2827246,4.5891918,2.5756258,1.287132,4.6009721
4.924,3.138,2.5823036,1.2823674,4.5865592,2.5768502,1.286967,4.5982554
4.925,3.139,2.5836168,1.2820102,4.5839266,2.5780746,1.286802,4.5955387
4.926,3.14,2.58493,1.281653,4.581294,2.579299,1.286637,4.592822
4.927,3.141,2.5863092,1.2810941,4.5787193,2.5807075,1.2861467,4.5902085
4.928,3.142,2.5876884,1.2805352,4.5761446,2.582116,1.2856564,4.587595
4.929,3.143,2.5890676,1.2799763,4.5735699,2.5835245,1.2851661,4.5849815
4.93,3.144,2.5904468,1.2794174,4.5709952,2.584933,1.2846758,4.582368
4.931,3.145,2.591826,1.2788585,4.5684205,2.5863415,1.2841855,4.5797545
4.932,3.146,2.5932052,1.2782996,4.5658458,2.58775,1.2836952,4.577141
4.933,3.147,2.5945844,1.2777407,4.5632711,2.5891585,1.2832049,4.5745275
4.934,3.148,2.5959636,1.2771818,4.5606964,2.590567,1.2827146,4.571914
4.935,3.149,2.5973428,1.2766229,4.5581217,2.5919755,1.2822243,4.5693005
4.936,3.15,2.598722,1.276064,4.555547,2.593384,1.281734,4.566687
4.937,3.151,2.6000954,1.2754674,4.5529475,2.5948249,1.2812302,4.5640896
4.938,3.152,2.6014688,1.2748708,4.550348,2.5962658,1.2807264,4.5614922
4.939,3.153,2.6028422,1.2742742,4.5477485,2.5977067,1.2802226,4.5588948
4.94,3.154,2.6042156,1.2736776,4.545149,2.5991476,1.2797188,4.5562974
4.941,3.155,2.605589,1.273081,4.5425495,2.6005885,1.279215,4.5537
4.942,3.156,2.6069624,1.2724844,4.53995,2.6020294,1.2787112,4.5511026
4.943,3.157,2.6083358,1.2718878,4.5373505,2.6034703,1.2782074,4.5485052
4.944,3.158,2.6097092,1.2712912,4.534751,2.6049112,1.2777036,4.5459078
4.945,3.159,2.6110826,1.2706946,4.5321515,2.6063521,1.2771998,4.5433104
4.946,3.16,2.612456,1.270098,4.529552,2.607793,1.276696,4.540713
4.947,3.161,2.6136747,1.2696563,4.5269896,2.6090771,1.2763003,4.5381226
4.948,3.162,2.6148934,1.2692146,4.5244272,2.6103612,1.2759046,4.5355322
4.949,3.163,2.6161121,1.2687729,4.5218648,2.6116453,1.2755089,4.5329418
4.95,3.164,2.6173308,1.2683312,4.5193024,2.6129294,1.2751132,4.5303514
4.951,3.165,2.6185495,1.2678895,4.51674,2.6142135,1.2747175,4.527761
4.952,3.166,2.6197682,1.2674478,4.5141776,2.6154976,1.2743218,4.5251706
4.953,3.167,2.6209869,1.2670061,4.5116152,2.6167817,1.2739261,4.5225802
4.954,3.168,2.6222056,1.2665644,4.5090528,2.6180658,1.2735304,4.5199898
4.955,3.169,2.6234243,1.2661227,4.5064904,2.6193499,1.2731347,4.5173994
4.956,3.17,2.624643,1.265681,4.503928,2.620634,1.272739,4.514809
4.957,3.171,2.6256201,1.2655298,4.5013765,2.6217025,1.272512,4.5123254
4.958,3.172,2.6265972,1.2653786,4.498825,2.622771,1.272285,4.5098418
4.959,3.173,2.6275743,1.2652274,4.4962735,2.6238395,1.272058,4.5073582
4.96,3.174,2.6285514,1.2650762,4.493722,2.624908,1.271831,4.5048746
4.961,3.175,2.6295285,1.264925,4.4911705,2.6259765,1.271604,4.502391
4.962,3.176,2.6305056,1.2647738,4.488619,2.627045,1.271377,4.4999074
4.963,3.177,2.6314827,1.2646226,4.4860675,2.6281135,1.27115,4.4974238
4.964,3.178,2.6324598,1.2644714,4.483516,2.629182,1.270923,4.4949402
4.965,3.179,2.6334369,1.2643202,4.4809645,2.6302505,1.270696,4.4924566
4.966,3.18,2.634414,1.264169,4.478413,2.631319,1.270469,4.489973
4.967,3.181,2.6352481,1.2642106,4.4758939,2.6323089,1.2703463,4.4875909
4.968,3.182,2.6360822,1.2642522,4.4733748,2.6332988,1.2702236,4.4852088
4.969,3.183,2.6369163,1.2642938,4.4708557,2.6342887,1.2701009,4.4828267
4.97,3.184,2.6377504,1.2643354,4.4683366,2.6352786,1.2699782,4.4804446
4.971,3.185,2.6385845,1.264377,4.4658175,2.6362685,1.2698555,4.4780625
4.972,3.186,2.6394186,1.2644186,4.4632984,2.6372584,1.2697328,4.4756804
4.973,3.187,2.6402527,1.2644602,4.4607793,2.6382483,1.2696101,4.4732983
4.974,3.188,2.6410868,1.2645018,4.4582602,2.6392382,1.2694874,4.4709162
4.975,3.189,2.6419209,1.2645434,4.4557411,2.6402281,1.2693647,4.4685341
4.976,3.19,2.642755,1.264585,4.453222,2.641218,1.269242,4.466152
4.977,3.191,2.6435641,1.2646783,4.4507616,2.6420562,1.2692128,4.4637342
4.978,3.192,2.6443732,1.2647716,4.4483012,2.6428944,1.2691836,4.4613164
4.979,3.193,2.6451823,1.2648649,4.4458408,2.6437326,1.2691544,4.4588986
4.98,3.194,2.6459914,1.2649582,4.4433804,2.6445708,1.2691252,4.4564808
4.981,3.195,2.6468005,1.2650515,4.44092,2.645409,1.269096,4.454063
4.982,3.196,2.6476096,1.2651448,4.4384596,2.6462472,1.2690668,4.4516452
4.983,3.197,2.6484187,1.2652381,4.4359992,2.6470854,1.2690376,4.4492274
4.984,3.198,2.6492278,1.2653314,4.4335388,2.6479236,1.2690084,4.4468096
4.985,3.199,2.6500369,1.2654247,4.4310784,2.6487618,1.2689792,4.4443918
4.986,3.2,2.650846,1.265518,4.428618,2.6496,1.26895,4.441974
4.987,3.201,2.6515551,1.2657366,4.4261414,2.6503889,1.2690218,4.4394836
4.988,3.202,2.6522642,1.2659552,4.4236648,2.6511778,1.2690936,4.4369932
4.989,3.203,2.6529733,1.2661738,4.4211882,2.6519667,1.2691654,4.4345028
4.99,3.204,2.6536824,1.2663924,4.4187116,2.6527556,1.2692372,4.4320124
4.991,3.205,2.6543915,1.266611,4.416235,2.6535445,1.269309,4.429522
4.992,3.206,2.6551006,1.2668296,4.4137584,2.6543334,1.2693808,4.4270316
4.993,3.207,2.6558097,1.2670482,4.4112818,2.6551223,1.2694526,4.4245412
4.994,3.208,2.6565188,1.2672668,4.4088052,2.6559112,1.2695244,4.4220508
4.995,3.209,2.6572279,1.2674854,4.4063286,2.6567001,1.2695962,4.4195604
4.996,3.21,2.657937,1.267704,4.403852,2.657489,1.269668,4.41707
4.997,3.211,2.6585753,1.2679903,4.4012627,2.6581565,1.2698946,4.4144664
4.998,3.212,2.6592136,1.2682766,4.3986734,2.658824,1.2701212,4.4118628
4.999,3.213,2.6598519,1.2685629,4.3960841,2.6594915,1.2703478,4.4092592
5,3.214,2.6604902,1.2688492,4.3934948,2.660159,1.2705744,4.4066556
5.001,3.215,2.6611285,1.2691355,4.3909055,2.6608265,1.270801,4.404052
5.002,3.216,2.6617668,1.2694218,4.3883162,2.661494,1.2710276,4.4014484
5.003,3.217,2.6624051,1.2697081,4.3857269,2.6621615,1.2712542,4.3988448
5.004,3.218,2.6630434,1.2699944,4.3831376,2.662829,1.2714808,4.3962412
5.005,3.219,2.6636817,1.2702807,4.3805483,2.6634965,1.2717074,4.3936376
5.006,3.22,2.66432,1.270567,4.377959,2.664164,1.271934,4.391034
5.007,3.221,2.6650242,1.270727,4.3750795,2.6649274,1.2719913,4.3881916
5.008,3.222,2.6657284,1.270887,4.3722,2.6656908,1.2720486,4.3853492
5.009,3.223,2.6664326,1.271047,4.3693205,2.6664542,1.2721059,4.3825068
5.01,3.224,2.6671368,1.271207,4.366441,2.6672176,1.2721632,4.3796644
5.011,3.225,2.667841,1.271367,4.3635615,2.667981,1.2722205,4.376822
5.012,3.226,2.6685452,1.271527,4.360682,2.6687444,1.2722778,4.3739796
5.013,3.227,2.6692494,1.271687,4.3578025,2.6695078,1.2723351,4.3711372
5.014,3.228,2.6699536,1.271847,4.354923,2.6702712,1.2723924,4.3682948
5.015,3.229,2.6706578,1.272007,4.3520435,2.6710346,1.2724497,4.3654524
5.016,3.23,2.671362,1.272167,4.349164,2.671798,1.272507,4.36261
5.017,3.231,2.6723197,1.2719919,4.3460901,2.6726302,1.2725604,4.3594937
5.018,3.232,2.6732774,1.2718168,4.3430162,2.6734624,1.2726138,4.3563774
5.019,3.233,2.6742351,1.2716417,4.3399423,2.6742946,1.2726672,4.3532611
5.02,3.234,2.6751928,1.2714666,4.3368684,2.6751268,1.2727206,4.3501448
5.021,3.235,2.6761505,1.2712915,4.3337945,2.675959,1.272774,4.3470285
5.022,3.236,2.6771082,1.2711164,4.3307206,2.6767912,1.2728274,4.3439122
5.023,3.237,2.6780659,1.2709413,4.3276467,2.6776234,1.2728808,4.3407959
5.024,3.238,2.6790236,1.2707662,4.3245728,2.6784556,1.2729342,4.3376796
5.025,3.239,2.6799813,1.2705911,4.3214989,2.6792878,1.2729876,4.3345633
5.026,3.24,2.680939,1.270416,4.318425,2.68012,1.273041,4.331447
5.027,3.241,2.681967,1.2699657,4.3153739,2.681045,1.2727561,4.3283964
5.028,3.242,2.682995,1.2695154,4.3123228,2.68197,1.2724712,4.3253458
5.029,3.243,2.684023,1.2690651,4.3092717,2.682895,1.2721863,4.3222952
5.03,3.244,2.685051,1.2686148,4.3062206,2.68382,1.2719014,4.3192446
5.031,3.245,2.686079,1.2681645,4.3031695,2.684745,1.2716165,4.316194
5.032,3.246,2.687107,1.2677142,4.3001184,2.68567,1.2713316,4.3131434
5.033,3.247,2.688135,1.2672639,4.2970673,2.686595,1.2710467,4.3100928
5.034,3.248,2.689163,1.2668136,4.2940162,2.68752,1.2707618,4.3070422
5.035,3.249,2.690191,1.2663633,4.2909651,2.688445,1.2704769,4.3039916
5.036,3.25,2.691219,1.265913,4.287914,2.68937,1.270192,4.300941
5.037,3.251,2.6922811,1.2653622,4.284896,2.6903709,1.2697601,4.2978807
5.038,3.252,2.6933432,1.2648114,4.281878,2.6913718,1.2693282,4.2948204
5.039,3.253,2.6944053,1.2642606,4.27886,2.6923727,1.2688963,4.2917601
5.04,3.254,2.6954674,1.2637098,4.275842,2.6933736,1.2684644,4.2886998
5.041,3.255,2.6965295,1.263159,4.272824,2.6943745,1.2680325,4.2856395
5.042,3.256,2.6975916,1.2626082,4.269806,2.6953754,1.2676006,4.2825792
5.043,3.257,2.6986537,1.2620574,4.266788,2.6963763,1.2671687,4.2795189
5.044,3.258,2.6997158,1.2615066,4.26377,2.6973772,1.2667368,4.2764586
5.045,3.259,2.7007779,1.2609558,4.260752,2.6983781,1.2663049,4.2733983
5.046,3.26,2.70184,1.260405,4.257734,2.699379,1.265873,4.270338
5.047,3.261,2.7028458,1.259802,4.2547646,2.7004137,1.2653636,4.267298
5.048,3.262,2.7038516,1.259199,4.2517952,2.7014484,1.2648542,4.264258
5.049,3.263,2.7048574,1.258596,4.2488258,2.7024831,1.2643448,4.261218
5.05,3.264,2.7058632,1.257993,4.2458564,2.7035178,1.2638354,4.258178
5.051,3.265,2.706869,1.25739,4.242887,2.7045525,1.263326,4.255138
5.052,3.266,2.7078748,1.256787,4.2399176,2.7055872,1.2628166,4.252098
5.053,3.267,2.7088806,1.256184,4.2369482,2.7066219,1.2623072,4.249058
5.054,3.268,2.7098864,1.255581,4.2339788,2.7076566,1.2617978,4.246018
5.055,3.269,2.7108922,1.254978,4.2310094,2.7086913,1.2612884,4.242978
5.056,3.27,2.711898,1.254375,4.22804,2.709726,1.260779,4.239938
5.057,3.271,2.7127494,1.253889,4.2251003,2.7106337,1.2603154,4.2370058
5.058,3.272,2.7136008,1.253403,4.2221606,2.7115414,1.2598518,4.2340736
5.059,3.273,2.7144522,1.252917,4.2192209,2.7124491,1.2593882,4.2311414
5.06,3.274,2.7153036,1.252431,4.2162812,2.7133568,1.2589246,4.2282092
5.061,3.275,2.716155,1.251945,4.2133415,2.7142645,1.258461,4.225277
5.062,3.276,2.7170064,1.251459,4.2104018,2.7151722,1.2579974,4.2223448
5.063,3.277,2.7178578,1.250973,4.2074621,2.7160799,1.2575338,4.2194126
5.064,3.278,2.7187092,1.250487,4.2045224,2.7169876,1.2570702,4.2164804
5.065,3.279,2.7195606,1.250001,4.2015827,2.7178953,1.2566066,4.2135482
5.066,3.28,2.720412,1.249515,4.198643,2.718803,1.256143,4.210616
5.067,3.281,2.7210309,1.2493512,4.1957491,2.7195459,1.2558814,4.2077752
5.068,3.282,2.7216498,1.2491874,4.1928552,2.7202888,1.2556198,4.2049344
5.069,3.283,2.7222687,1.2490236,4.1899613,2.7210317,1.2553582,4.2020936
5.07,3.284,2.7228876,1.2488598,4.1870674,2.7217746,1.2550966,4.1992528
5.071,3.285,2.7235065,1.248696,4.1841735,2.7225175,1.254835,4.196412
5.072,3.286,2.7241254,1.2485322,4.1812796,2.7232604,1.2545734,4.1935712
5.073,3.287,2.7247443,1.2483684,4.1783857,2.7240033,1.2543118,4.1907304
5.074,3.288,2.7253632,1.2482046,4.1754918,2.7247462,1.2540502,4.1878896
5.075,3.289,2.7259821,1.2480408,4.1725979,2.7254891,1.2537886,4.1850488
5.076,3.29,2.726601,1.247877,4.169704,2.726232,1.253527,4.182208
5.077,3.291,2.7270907,1.2479471,4.1668734,2.7268726,1.2534941,4.1794174
5.078,3.292,2.7275804,1.2480172,4.1640428,2.7275132,1.2534612,4.1766268
5.079,3.293,2.7280701,1.2480873,4.1612122,2.7281538,1.2534283,4.1738362
5.08,3.294,2.7285598,1.2481574,4.1583816,2.7287944,1.2533954,4.1710456
5.081,3.295,2.7290495,1.2482275,4.155551,2.729435,1.2533625,4.168255
5.082,3.296,2.7295392,1.2482976,4.1527204,2.7300756,1.2533296,4.1654644
5.083,3.297,2.7300289,1.2483677,4.1498898,2.7307162,1.2532967,4.1626738
5.084,3.298,2.7305186,1.2484378,4.1470592,2.7313568,1.2532638,4.1598832
5.085,3.299,2.7310083,1.2485079,4.1442286,2.7319974,1.2532309,4.1570926
5.086,3.3,2.731498,1.248578,4.141398,2.732638,1.253198,4.154302
5.087,3.301,2.7319259,1.2488221,4.1386149,2.7331867,1.2533127,4.1515096
5.088,3.302,2.7323538,1.2490662,4.1358318,2.7337354,1.2534274,4.1487172
5.089,3.303,2.7327817,1.2493103,4.1330487,2.7342841,1.2535421,4.1459248
5.09,3.304,2.7332096,1.2495544,4.1302656,2.7348328,1.2536568,4.1431324
5.091,3.305,2.7336375,1.2497985,4.1274825,2.7353815,1.2537715,4.14034
5.092,3.306,2.7340654,1.2500426,4.1246994,2.7359302,1.2538862,4.1375476
5.093,3.307,2.7344933,1.2502867,4.1219163,2.7364789,1.2540009,4.1347552
5.094,3.308,2.7349212,1.2505308,4.1191332,2.7370276,1.2541156,4.1319628
5.095,3.309,2.7353491,1.2507749,4.1163501,2.7375763,1.2542303,4.1291704
5.096,3.31,2.735777,1.251019,4.113567,2.738125,1.254345,4.126378
5.097,3.311,2.7360997,1.2514471,4.1107463,2.7385193,1.2546798,4.1235826
5.098,3.312,2.7364224,1.2518752,4.1079256,2.7389136,1.2550146,4.1207872
5.099,3.313,2.7367451,1.2523033,4.1051049,2.7393079,1.2553494,4.1179918
5.1,3.314,2.7370678,1.2527314,4.1022842,2.7397022,1.2556842,4.1151964
5.101,3.315,2.7373905,1.2531595,4.0994635,2.7400965,1.256019,4.112401
5.102,3.316,2.7377132,1.2535876,4.0966428,2.7404908,1.2563538,4.1096056
5.103,3.317,2.7380359,1.2540157,4.0938221,2.7408851,1.2566886,4.1068102
5.104,3.318,2.7383586,1.2544438,4.0910014,2.7412794,1.2570234,4.1040148
5.105,3.319,2.7386813,1.2548719,4.0881807,2.7416737,1.2573582,4.1012194
5.106,3.32,2.739004,1.2553,4.08536,2.742068,1.257693,4.098424
5.107,3.321,2.739273,1.2556824,4.0824025,2.7423606,1.2579827,4.0954762
5.108,3.322,2.739542,1.2560648,4.079445,2.7426532,1.2582724,4.0925284
5.109,3.323,2.739811,1.2564472,4.0764875,2.7429458,1.2585621,4.0895806
5.11,3.324,2.74008,1.2568296,4.07353,2.7432384,1.2588518,4.0866328
5.111,3.325,2.740349,1.257212,4.0705725,2.743531,1.2591415,4.083685
5.112,3.326,2.740618,1.2575944,4.067615,2.7438236,1.2594312,4.0807372
5.113,3.327,2.740887,1.2579768,4.0646575,2.7441162,1.2597209,4.0777894
5.114,3.328,2.741156,1.2583592,4.0617,2.7444088,1.2600106,4.0748416
5.115,3.329,2.741425,1.2587416,4.0587425,2.7447014,1.2603003,4.0718938
5.116,3.33,2.741694,1.259124,4.055785,2.744994,1.26059,4.068946
5.117,3.331,2.7421817,1.2591143,4.052554,2.7454012,1.2607226,4.0657093
5.118,3.332,2.7426694,1.2591046,4.049323,2.7458084,1.2608552,4.0624726
5.119,3.333,2.7431571,1.2590949,4.046092,2.7462156,1.2609878,4.0592359
5.12,3.334,2.7436448,1.2590852,4.042861,2.7466228,1.2611204,4.0559992
5.121,3.335,2.7441325,1.2590755,4.03963,2.74703,1.261253,4.0527625
